doc_id,section_id,corpus_type,year,y1_ebi,y2_sa,y3_civil,y4_nv,y5_corpus_type,y6_period,y10_rep,y7_surprisal,y8_mafapo,y9_cidh,y11_conv_rest,text_length_chars,n_sa_instances,n_nv_instances,n_rep_instances,n_nv_questioned,processing_time_s,has_warning
100af0820e234457d66c0822976d2b951e006debaab4606af2e62df87a605603,SANCION_PROPIA_04,B,2025.0,0.0,1.0,0.9913,0.0567,2,1.0,0.1875,,,,,8000,48,2,5,0,3.14,False
100af0820e234457d66c0822976d2b951e006debaab4606af2e62df87a605603,SANCION_PROPIA_05,B,2025.0,0.0,1.0,0.9948,0.0432,2,1.0,0.0694,,,,,7999,54,1,1,0,2.86,False
100af0820e234457d66c0822976d2b951e006debaab4606af2e62df87a605603,SANCION_PROPIA_06,B,2025.0,0.0,1.0,0.9851,0.1049,2,1.0,0.2778,,,,,8000,66,2,4,0,2.991,False
100af0820e234457d66c0822976d2b951e006debaab4606af2e62df87a605603,SANCION_PROPIA_07,B,2025.0,0.0,1.0,0.9863,0.0389,2,1.0,0.5625,,,,,8000,59,1,9,0,3.54,False
100af0820e234457d66c0822976d2b951e006debaab4606af2e62df87a605603,SANCION_PROPIA_08,B,2025.0,0.0,1.0,0.9914,0.0224,2,1.0,0.0361,,,,,8000,45,1,1,0,3.038,False
100af0820e234457d66c0822976d2b951e006debaab4606af2e62df87a605603,SANCION_PROPIA_09,B,2025.0,0.0,1.0,0.9935,0.1049,2,1.0,0.1389,,,,,8000,69,2,2,0,2.576,False
134ed38c3158c8c3fb0cf615c947b49d793a4000a06dc40ba9d76020663edfe0,CONSIDERACIONES,B,2023.0,0.0,0.439,0.9871,0.1253,2,1.0,0.031,,,,,8000,26,10,2,0,2.446,False
134ed38c3158c8c3fb0cf615c947b49d793a4000a06dc40ba9d76020663edfe0,RESUELVE,B,2023.0,0.0,0.5379,0.9844,0.0303,2,1.0,0.0705,,,,,3766,12,1,2,0,0.894,False
134ed38c3158c8c3fb0cf615c947b49d793a4000a06dc40ba9d76020663edfe0,CONSIDERACIONES,B,2023.0,0.0,0.8334,0.9901,0.0,2,1.0,0.0,,,,,8000,32,0,0,0,1.85,False
134ed38c3158c8c3fb0cf615c947b49d793a4000a06dc40ba9d76020663edfe0,RESUELVE,B,2023.0,0.0,1.0,0.9871,0.1076,2,1.0,0.0,,,,,8000,53,4,0,0,2.026,False
5dacfe26a9a4fa570eef6e3800675f9dcde57f221c3e0898568be72cf1c4a2c6,HECHOS_Y_CONDUCTAS,B,2022.0,0.0,1.0,0.9961,0.0,2,0.9655,0.0,,,,,348,2,0,0,0,0.184,False
5dacfe26a9a4fa570eef6e3800675f9dcde57f221c3e0898568be72cf1c4a2c6,CONSIDERACIONES,B,2022.0,0.0,1.0,0.9909,0.0877,2,0.9655,0.8487,,,,,8000,28,2,17,0,1.729,False
5dacfe26a9a4fa570eef6e3800675f9dcde57f221c3e0898568be72cf1c4a2c6,RECONOCIMIENTO,B,2022.0,0.0,1.0,0.9887,0.2361,2,0.9655,0.2986,,,,,8000,64,6,5,0,1.672,False
5dacfe26a9a4fa570eef6e3800675f9dcde57f221c3e0898568be72cf1c4a2c6,RECONOCIMIENTO,B,2022.0,0.0,0.9075,0.9895,0.1358,2,0.9655,0.1704,,,,,8000,31,5,4,0,1.677,False
5dacfe26a9a4fa570eef6e3800675f9dcde57f221c3e0898568be72cf1c4a2c6,RECONOCIMIENTO,B,2022.0,0.0,1.0,0.9939,0.5152,2,0.9655,0.0,,,,,4482,41,8,0,0,1.061,False
5dacfe26a9a4fa570eef6e3800675f9dcde57f221c3e0898568be72cf1c4a2c6,RECONOCIMIENTO,B,2022.0,0.0,1.0,0.98,0.1209,2,0.9655,0.1691,,,,,8000,42,4,4,0,1.733,False
5dacfe26a9a4fa570eef6e3800675f9dcde57f221c3e0898568be72cf1c4a2c6,RESUELVE,B,2022.0,0.0,1.0,0.9831,0.098,2,0.9655,0.2206,,,,,4133,32,1,2,0,0.934,False
6c00908400fcc09ffd4841d618a8bfde84bd8f25dfb92faa084d2396cc33f4ba,CONSIDERACIONES,B,2021.0,0.0,1.0,0.991,0.1167,2,0.931,0.2362,,,,,8000,41,2,2,0,1.96,False
6c00908400fcc09ffd4841d618a8bfde84bd8f25dfb92faa084d2396cc33f4ba,RESUELVE,B,2021.0,0.0,1.0,0.9924,0.1667,2,0.931,0.5625,,,,,2004,10,1,3,0,0.563,False
7d16bf05fa6b5ef7db16b6e98fc4bb216e176f83da0d74d7e69cc3a6470c7341,RESUELVE,B,2018.0,0.0,0.975,0.9926,0.0,2,0.8276,0.1429,,,,,1895,9,0,1,0,0.466,False
810ea24daa85374e8a28ab0fff9db3c7063c918a31681145440e36d2e27241e3,HECHOS_Y_CONDUCTAS,B,2023.0,0.0,0.5571,0.9949,0.0,2,1.0,0.0,,,,,761,3,0,0,0,0.264,False
810ea24daa85374e8a28ab0fff9db3c7063c918a31681145440e36d2e27241e3,CONSIDERACIONES,B,2023.0,0.0,1.0,0.9903,0.148,2,1.0,0.0,,,,,8000,45,9,0,0,1.927,False
87a5f30a82d351797c9413004d89df15b530b0c00b5819d80594e06b24ea2de1,CONSIDERACIONES,B,2023.0,0.0,1.0,0.9863,0.3129,2,1.0,0.0,,,,,8000,40,11,0,0,1.809,False
87a5f30a82d351797c9413004d89df15b530b0c00b5819d80594e06b24ea2de1,PATRONES_MACROCRIMINALES,B,2023.0,0.0,0.271,0.9823,0.1179,2,1.0,0.0,,,,,8000,18,9,0,0,2.158,False
87a5f30a82d351797c9413004d89df15b530b0c00b5819d80594e06b24ea2de1,PATRONES_MACROCRIMINALES,B,2023.0,0.0,0.6272,0.9859,0.1631,2,1.0,0.0,,,,,8000,30,10,0,0,3.375,False
87a5f30a82d351797c9413004d89df15b530b0c00b5819d80594e06b24ea2de1,PATRONES_MACROCRIMINALES,B,2023.0,0.0,0.6256,0.9785,0.1587,2,1.0,0.0,,,,,8000,24,6,0,0,4.374,False
87a5f30a82d351797c9413004d89df15b530b0c00b5819d80594e06b24ea2de1,PATRONES_MACROCRIMINALES,B,2023.0,0.0,0.6313,0.9882,0.1271,2,1.0,0.0,,,,,8000,30,7,0,0,3.993,False
87a5f30a82d351797c9413004d89df15b530b0c00b5819d80594e06b24ea2de1,PATRONES_MACROCRIMINALES,B,2023.0,0.0,0.7337,0.9879,0.1745,2,1.0,0.0,,,,,8000,28,7,0,0,3.802,False
