AU1,AU4,AU6,AU12,AU15,AU17,audio,start,end,duracion
0.09990645940498714,0.04311022823524776,0.3276588459100042,0.017371418231050484,0.0009237241811287536,0.40488827667598215,casanare_torres,615.93,652.28,36.35
0.0194566183767858,0.004669239617041534,0.17597619124821254,0.0020942578765763237,0.002506161238887303,0.7743802286152329,casanare_torres,652.32,655.15,2.84
0.016161875932344368,0.005300477845594287,0.1657049192913941,0.0016904471766403212,0.0007958712459575119,0.8594777541501182,casanare_torres,657.67,666.1,8.44
0.009331406975564147,0.0406328421889893,0.3772170238551639,8.725052287315651e-05,9.736944816398005e-06,0.43891333753154393,casanare_torres,667.29,670.69,3.41
0.05070677511394024,0.012550737417768687,0.34667557030916213,0.009351497898362027,0.0005949025833388077,0.40079608096275476,casanare_torres,671.01,685.86,14.85
0.35684175541003543,9.97288686145718e-05,0.4124506612618764,0.024145353585481644,0.007857096808341643,0.056049769123395286,casanare_torres,687.08,694.52,7.44
0.26255688071250916,0.00010828293598024175,0.4440095543861389,0.010615501095890068,0.0011080757314630319,0.10640135798603297,casanare_torres,695.21,696.56,1.35
0.31043967604637146,0.0018990112002938986,0.473873496055603,0.0007069894927553833,0.00024652600404806435,0.056491315364837646,casanare_torres,696.88,700.87,3.98
0.3848775327205658,0.00013332119851838797,0.4338696300983429,0.015218247659504414,0.01390854548662901,0.43892014026641846,casanare_torres,701.15,702.27,1.11
0.5363129079341888,0.0003318229064461775,0.33723071217536926,0.11182397895754548,0.001419509426341392,0.20741105824708939,casanare_torres,702.47,707.57,5.1
,,,,,,casanare_torres,708.7,711.68,2.99
0.0363229401409626,0.0002008011215366423,0.5623422861099243,0.040403809398412704,0.0005284345243126154,0.006460762117058039,casanare_torres,712.05,719.97,7.91
0.21559279163678488,0.00013380654490902089,0.33827240268389386,0.021769749713712372,0.0004880173082710826,0.057932974149783455,casanare_torres,720.63,723.51,2.89
0.06510625989176333,0.0006710912712151185,0.40178282558918,0.38621327275177464,0.0024576660653110594,0.018669149838387966,casanare_torres,724.9,731.53,6.63
0.005893645575270057,0.06885023280564281,0.307619399494595,0.00022959144310637689,7.961426107764662e-05,0.4905114405685001,casanare_torres,732.76,737.35,4.59
0.01599637002286994,0.08981330542626571,0.4127916487700799,0.017071416387834153,0.0008598432787440449,0.3292097331243841,casanare_torres,737.84,746.92,9.08
0.05112501769326627,0.06777442575395598,0.2468147536641673,0.07417861706677573,0.0023802450557827556,0.43330146581865847,casanare_torres,748.94,755.12,6.18
0.010364630640569058,0.0004903803240846504,0.3386194868521257,0.04650838107971305,0.0003576742773558098,0.0010871356776492162,casanare_torres,755.69,756.23,0.54
0.13681106397416443,0.0008139847018355795,0.3909350699977949,0.09743147226981819,0.0006663413748810854,0.07554547932159039,casanare_torres,757.06,758.38,1.32
0.04204294514401179,0.111783275769037,0.11823587237220061,0.0199385885299355,0.0019408118724210286,0.6133741591321794,casanare_torres,758.87,761.01,2.14
0.004354797163851681,0.11868999736464542,0.4398737792735514,0.009411918979347556,0.0011109815077954568,0.3430429431407348,casanare_torres,761.35,765.9,4.56
0.035011006851813624,0.1589069526564258,0.2183056448896726,0.005912720153684772,0.0028160822427404733,0.525325497346265,casanare_torres,766.95,775.07,8.12
0.0511868415278909,0.17382868674948163,0.2667387714204581,0.021629533153293818,0.002262199949546298,0.6055071107719255,casanare_torres,775.27,777.48,2.21
0.06349305728111755,0.04147151525301689,0.15709274736317722,0.012492513975964605,0.0008117588752363438,0.7112697552550923,casanare_torres,778.29,784.8,6.51
0.055880448192750155,0.04790356983185599,0.18106959524907565,0.0038189840890577456,0.0005003068613165707,0.6474165587048781,casanare_torres,785.28,800.13,14.85
0.024019434908404948,0.1107993047684431,0.22575215771794319,0.004178493126528337,0.0006035168520611478,0.43666251450777055,casanare_torres,801.58,804.93,3.36
0.02369242885078375,0.09526717232970092,0.22645075275347784,0.0015046956843714444,0.0009071201252831648,0.5108989829627367,casanare_torres,805.19,807.77,2.58
0.0328453991709179,0.13513721179486693,0.16916908166910472,0.010106278359767441,0.0006628904926688655,0.47313099903495687,casanare_torres,807.97,815.43,7.46
0.012777506702524774,0.1307949134532143,0.13817372830475078,0.013081702348940513,0.0025178266497438446,0.8793931918985703,casanare_torres,817.3,818.72,1.42
0.018459933280775494,0.12187705798582597,0.10014886510643092,0.008828803325410594,0.0017986467203379354,0.7382108298214999,casanare_torres,819.4,820.86,1.47
0.007128825566420953,0.195291240300451,0.1062760693686349,0.018277800021072228,0.0013552984788215586,0.6389704772404262,casanare_torres,822.28,825.08,2.8
0.12553404344695687,0.12845895874973698,0.3652400157103936,0.056305320509939825,0.0037761558757315092,0.27765052325169864,casanare_torres,825.93,828.49,2.57
0.000980745396191196,0.15522367833182216,0.6131860567256808,0.003295579767836898,0.00022415959176669276,0.17272569774650037,casanare_torres,829.35,832.83,3.48
0.0025984692154452206,0.1897844675183296,0.47765264511108396,0.010561855927644501,6.947645661057323e-05,0.31353227198123934,casanare_torres,833.57,835.23,1.65
0.11440375678891239,0.2766144228924185,0.49072932700316113,0.0074423020760583485,0.00037168492902613554,0.12994012360771498,casanare_torres,835.61,839.19,3.58
0.0001193523495363907,0.47523649562807646,0.6336487408946542,0.005379149703966344,0.0001608260865717003,0.10156431728426148,casanare_torres,839.33,840.46,1.13
0.08271152859474808,0.22206153329927092,0.5475964506990031,0.05803121237534613,0.0003286846582149768,0.15851743344070487,casanare_torres,840.86,846.01,5.15
0.24125630278528357,0.009260978179857679,0.35460039352377254,0.08105825284635809,0.0030250095632153614,0.0922105144450648,casanare_torres,846.36,849.59,3.22
0.17668310218312613,0.0156906707025508,0.5135084741255816,0.10730327954789733,0.0022725695367519032,0.12439795408178778,casanare_torres,850.4,853.06,2.67
0.13148454062052464,0.04672530598595346,0.43605817383841466,0.10224086897122968,0.001942070232249343,0.12589902347443918,casanare_torres,853.2,858.82,5.62
0.03851255774365696,0.11659085613758759,0.5181683897972107,0.029798481327650898,0.0018384572143655862,0.18149581145156513,casanare_torres,859.49,861.6,2.11
0.1126180981125799,0.08203160043703975,0.43918917551636694,0.12314276867837179,0.0064409078044263875,0.1347386290319264,casanare_torres,861.74,867.3,5.57
0.11053006284471069,0.07533632983878695,0.3557032219001225,0.01722609516790336,0.0014341374948604166,0.2793969362974167,casanare_torres,867.96,869.8,1.84
0.04898565799521748,0.1663496057401918,0.5876223462469438,0.024240893991458613,0.0003458689248766271,0.21203354729668183,casanare_torres,870.24,874.73,4.49
0.0572643617273397,0.15514889393428652,0.43502620944664594,0.1350892363969013,0.00034289445346216566,0.31642255354450927,casanare_torres,876.92,883.4,6.48
